age,job,marital,education,balance,housing,duration,campaign,deposit
79,4,2,2,79,0,1106,2,1
53,1,1,0,-725,1,1205,1,1
32,1,1,0,465,1,210,2,0
57,6,1,0,1350,0,131,1,0
34,2,1,0,1337,0,442,1,1
30,2,1,0,292,1,651,4,0
33,3,0,1,0,0,277,1,0
32,1,0,0,1995,1,121,1,1
46,1,2,0,111,1,178,3,0
42,6,1,0,1289,0,1176,3,1
33,5,1,0,3576,1,124,1,0
34,1,0,0,18777,1,535,1,0
33,5,1,2,-306,1,851,4,0
39,3,2,1,224,0,194,2,1
29,10,0,0,970,1,240,1,0
48,3,0,1,334,1,600,2,1
45,5,1,2,900,1,213,1,0
31,1,0,1,703,1,943,2,1
57,5,1,3,3585,0,172,1,1
32,0,1,0,684,1,607,3,1
45,5,1,2,0,1,137,1,0
34,5,1,2,503,1,120,2,0
28,3,0,1,890,1,201,1,1
49,1,0,0,-188,1,454,1,1
56,1,0,2,145,1,124,2,0
40,11,0,0,595,1,406,2,1
34,5,1,0,467,1,195,2,0
46,5,1,2,2499,1,42,3,0
32,3,2,1,874,0,1282,6,1
48,3,0,1,399,0,126,1,0
31,3,0,1,0,1,117,3,0
28,5,0,0,1705,0,412,2,1
31,0,1,0,1130,1,236,5,0
31,1,2,0,10787,1,135,2,0
75,4,1,1,6027,0,1248,2,1
37,5,1,0,288,1,159,6,0
30,3,0,1,502,0,463,3,1
82,4,1,0,121,0,330,1,1
56,4,1,2,63,0,122,2,0
55,5,2,2,8180,0,854,2,1
51,0,1,0,241,0,308,2,1
34,1,0,0,4943,1,117,2,0
48,3,2,1,503,0,1243,7,1
62,4,1,2,1084,0,505,1,1
53,4,1,2,136,1,267,2,0
60,1,1,0,1740,0,296,2,1
37,2,2,0,319,1,467,3,1
44,5,1,2,4031,1,983,4,1
30,5,0,0,49,0,808,2,1
32,3,1,1,128,1,320,3,0
39,1,0,0,300,0,315,6,0
41,0,2,0,6046,1,185,2,1
46,5,1,0,4707,1,93,8,0
44,2,2,0,206,1,78,1,0
19,11,0,3,779,0,184,4,1
55,3,0,1,797,0,24,2,0
38,3,2,1,4692,1,1363,2,1
58,10,2,1,1382,0,700,1,1
33,0,1,0,177,1,100,1,0
50,0,2,0,2405,1,114,1,0
58,1,1,0,589,1,511,3,1
36,1,0,0,1228,1,303,3,1
46,3,1,0,149,0,1222,2,1
46,3,2,1,558,0,319,1,1
37,3,1,1,5355,0,466,4,1
32,3,2,1,883,1,798,1,1
49,7,2,0,2908,0,322,1,0
60,0,2,0,12039,0,236,1,1
54,3,1,1,0,1,140,2,0
52,5,2,2,2800,0,149,1,0
33,0,2,0,661,1,90,4,0
41,9,0,3,942,0,219,1,1
38,1,0,0,103,1,159,1,0
34,1,1,0,1026,0,319,1,0
34,2,0,0,258,1,131,2,0
26,3,0,1,362,0,925,1,1
57,3,1,0,0,0,132,1,0
53,6,1,0,94,0,493,1,1
55,5,1,3,23,0,143,1,0
29,1,0,0,1395,1,61,1,0
37,3,0,1,427,1,121,1,0
33,5,1,0,58,0,144,2,0
55,3,1,1,-375,0,814,2,1
59,8,1,1,0,0,494,1,1
52,10,1,1,6657,0,917,1,1
47,8,2,2,1405,0,127,1,0
39,3,0,1,139,0,109,2,0
35,1,1,0,249,0,205,8,0
30,11,0,1,2539,0,199,5,1
29,3,0,1,224,1,65,2,1
42,3,1,1,1435,1,1148,1,1
43,0,1,0,877,1,135,1,0
29,6,0,3,67,0,330,2,0
27,11,0,3,132,0,276,1,1
29,0,1,0,-150,1,328,1,0
34,5,0,0,4536,1,963,1,1
27,2,0,0,194,1,326,1,0
37,2,1,0,775,0,150,2,1
48,3,0,1,5689,0,262,1,1
46,0,1,0,-522,1,243,3,1
32,1,2,0,-262,1,85,24,0
38,0,1,2,-175,1,86,9,0
50,0,2,0,-194,1,238,2,0
45,3,1,1,160,0,619,1,1
38,7,2,0,1190,1,81,2,1
37,3,1,0,80,0,155,3,0
31,5,1,2,33,1,901,2,1
34,6,0,0,15,0,377,1,1
32,5,1,2,1518,1,35,3,0
56,0,1,0,33,0,111,1,0
30,0,0,0,186,1,390,1,0
51,8,2,0,9228,0,655,4,1
43,3,0,1,2081,0,554,3,1
46,5,1,0,2348,0,182,1,0
28,0,0,0,-126,0,360,4,0
31,5,0,0,2194,0,275,2,0
50,3,2,1,2564,1,124,4,0
62,4,1,0,1495,0,896,1,1
29,3,1,1,7832,1,304,2,0
31,2,0,0,8,0,340,3,0
52,4,2,1,-309,1,500,2,1
42,5,1,2,0,1,209,2,0
34,2,0,0,4062,1,29,1,0
50,5,1,2,888,0,160,3,0
32,2,0,0,1659,1,120,6,0
38,0,1,0,755,1,120,1,1
51,3,1,0,1573,0,72,18,0
53,1,2,0,392,1,70,1,0
48,2,1,0,1573,0,165,1,0
23,2,1,0,1309,1,349,2,0
33,3,0,1,2667,1,57,1,0
45,7,1,1,219,1,118,4,0
25,1,0,0,1199,0,287,1,1
48,8,1,0,3570,0,58,2,0
33,1,0,0,163,1,627,2,1
33,3,1,1,1808,0,250,3,1
31,11,0,0,0,0,173,1,0
46,5,1,0,668,1,1263,2,1
20,5,0,0,76,1,639,2,1
28,2,1,0,4,1,133,5,0
61,3,1,1,6016,0,670,3,1
39,1,0,0,506,1,718,2,1
57,0,1,0,403,1,603,1,1
35,5,1,0,67,0,60,6,0
29,3,0,1,1026,0,138,2,1
46,3,1,1,699,0,241,1,0
47,2,1,0,1717,0,216,9,0
83,4,1,1,4761,0,659,1,1
74,4,1,1,1843,0,251,2,1
60,4,2,2,-79,1,192,1,0
40,6,1,0,1289,0,260,2,0
29,5,1,2,59,1,665,4,0
38,5,0,2,1583,1,386,1,0
62,7,1,0,3904,0,403,2,1
41,3,2,1,4567,1,106,1,0
50,6,1,0,297,1,29,10,0
42,5,1,2,2003,1,177,3,0
21,11,0,0,2488,0,258,6,1
35,3,0,1,431,0,343,2,1
30,5,1,0,0,1,30,1,0
54,4,2,1,0,0,618,1,1
60,3,1,1,3301,0,2621,3,1
60,3,1,1,3401,0,294,1,1
36,3,1,1,3839,0,146,1,0
30,3,0,1,102,1,364,3,1
35,5,1,0,975,1,102,1,0
43,1,2,0,0,1,150,2,0
34,5,1,2,-1,1,1057,6,1
46,3,1,3,802,1,417,1,0
39,1,1,0,116,0,554,2,1
42,0,1,0,214,1,21,24,0
41,10,1,3,1377,1,111,4,0
25,1,0,0,325,0,716,3,1
58,4,1,2,4158,0,455,2,1
38,7,1,2,350,1,75,1,0
45,0,1,3,2033,0,48,4,0
31,0,0,0,-422,1,64,2,0
47,10,1,2,574,1,137,5,0
60,5,1,2,631,0,429,2,1
79,4,1,0,668,0,363,1,1
29,5,1,0,5903,1,194,1,0
56,4,1,2,1947,0,225,2,1
48,5,1,2,51,0,76,1,0
32,3,1,1,937,0,61,1,0
26,5,0,0,82,1,654,1,1
40,1,2,0,2394,0,75,4,0
44,3,2,1,3932,1,40,2,0
51,3,0,3,-461,1,33,2,0
45,0,1,0,205,0,180,1,1
33,5,1,0,1402,0,63,5,0
36,5,1,2,679,1,115,1,0
39,7,1,1,942,1,880,3,1
60,0,2,0,12039,0,261,1,1
47,0,1,3,989,0,116,1,0
46,1,1,0,57,0,796,1,1
46,3,1,1,349,0,466,4,1
35,2,0,0,1239,1,60,2,0
50,1,2,0,396,0,716,2,1
31,3,0,1,924,0,172,1,1
42,3,2,1,0,0,131,2,0
42,0,1,0,445,1,202,2,0
32,5,1,2,388,1,171,2,0
27,5,0,0,181,0,147,1,0
36,2,1,0,145,1,109,1,0
54,8,1,2,3304,0,90,7,0
42,1,0,0,275,0,31,8,0
45,3,1,1,160,0,182,2,1
36,5,1,2,828,0,1512,1,1
42,3,1,1,2110,0,106,2,0
48,7,1,0,4037,0,23,1,0
28,3,0,1,1720,0,230,1,1
47,3,0,1,334,1,360,1,1
36,2,2,0,223,1,80,1,0
65,3,1,0,587,0,223,2,1
57,0,0,0,3551,1,458,1,1
36,3,1,1,926,0,216,1,1
47,5,1,0,1125,1,1101,1,1
32,3,0,1,1781,0,321,1,1
30,7,0,2,0,1,1051,1,1
31,0,1,0,298,1,518,1,0
67,9,1,1,7687,0,70,3,0
21,11,0,0,71,0,169,2,1
47,5,1,0,1230,1,378,1,1
40,2,1,0,-192,1,666,1,1
21,11,0,0,357,0,115,3,0
50,7,1,1,2410,0,65,1,0
36,3,1,1,393,1,555,2,1
32,5,0,0,799,0,2078,6,1
44,5,0,0,712,1,740,3,1
40,5,1,2,104,1,470,2,0
34,11,0,3,2321,0,600,2,0
38,1,0,0,-242,1,1173,3,1
50,8,0,0,799,0,63,1,0
34,5,0,0,3723,1,47,5,0
26,11,0,3,689,0,678,2,1
49,0,1,0,880,1,22,3,0
36,3,1,1,23,0,133,11,0
53,5,1,0,3079,0,759,1,0
42,5,1,0,634,1,256,2,0
56,8,2,0,1866,0,760,1,0
54,3,1,1,-1415,1,135,1,0
33,5,1,0,215,0,166,1,0
33,1,1,1,2976,1,465,2,0
55,0,1,2,319,0,124,3,0
27,3,0,1,831,0,1081,2,1
37,5,1,2,178,1,72,1,0
40,5,1,3,87,1,477,3,1
42,5,1,0,2913,0,705,1,1
47,1,1,0,1167,1,505,1,1
49,3,1,1,4594,0,157,3,0
40,5,1,0,1515,1,503,1,1
31,6,1,0,20,0,52,1,0
29,1,0,1,0,1,347,2,1
63,3,1,3,2352,0,475,7,1
31,0,0,0,131,1,151,1,1
38,3,0,1,690,1,34,1,0
30,1,1,1,526,1,677,3,1
29,0,0,0,3528,0,137,1,1
35,3,1,1,1193,1,101,2,0
24,1,0,0,403,0,247,1,1
32,1,1,0,11431,0,141,5,0
56,4,1,0,5879,0,237,3,0
33,3,1,1,403,1,114,2,0
27,2,1,0,0,1,991,5,1
37,5,1,0,13849,1,252,5,0
47,5,1,0,2787,0,479,1,1
46,3,1,1,125,1,81,5,0
28,1,0,3,0,1,96,1,1
32,10,2,1,3271,0,949,3,1
39,0,2,0,19,1,503,2,1
39,1,1,0,251,1,342,2,1
34,2,1,0,1337,0,330,2,1
36,3,2,1,133,1,117,1,0
32,3,0,1,4291,0,1321,9,1
36,1,1,0,480,0,213,1,1
48,7,2,1,0,1,139,1,0
35,1,0,1,13460,1,1068,3,1
34,5,1,0,261,1,88,5,0
31,6,0,3,167,0,316,1,0
34,1,0,0,1279,1,339,3,1
58,4,0,2,999,0,188,6,0
49,3,1,1,1093,1,316,1,1
43,7,1,0,104,1,635,3,1
32,3,1,1,2465,1,923,1,1
35,1,1,0,6,1,204,2,0
41,3,1,1,0,1,161,1,0
41,10,0,1,-94,1,1164,1,1
25,11,0,1,58,0,139,5,1
43,2,2,0,130,1,193,1,0
35,3,0,1,1750,1,422,1,0
25,1,0,1,3411,0,225,2,1
37,2,1,0,1970,1,253,1,1
31,1,0,1,1081,0,202,5,1
32,5,0,2,611,1,541,3,1
36,5,0,0,2596,0,60,6,0
42,3,1,1,1205,0,376,2,1
32,1,1,0,303,1,150,1,1
35,5,1,0,293,1,1017,1,1
77,4,1,2,3324,0,289,1,1
30,3,0,1,8535,0,393,2,1
37,5,1,2,0,1,24,1,0
24,1,1,0,556,1,368,2,1
47,3,2,1,4556,1,146,1,0
30,0,2,0,377,1,524,15,1
79,4,2,2,2787,0,617,1,1
46,5,1,0,922,0,151,2,0
34,1,0,0,1313,0,237,4,0
44,10,2,1,1070,1,381,1,1
60,4,1,2,894,1,65,7,0
29,1,1,0,273,0,2775,2,1
45,1,1,0,1441,1,93,1,0
35,1,2,0,5724,1,691,10,1
27,11,0,1,5291,0,293,1,1
50,3,1,1,253,0,513,9,1
35,8,1,1,2880,0,42,1,0
58,8,2,0,0,0,478,2,1
28,0,0,0,762,0,115,3,1
55,0,2,0,1693,0,247,1,0
39,0,1,0,732,0,522,4,1
35,0,0,0,-32,0,63,4,1
59,3,2,1,0,0,196,3,0
27,1,0,1,1075,0,529,2,1
52,3,1,2,48,0,135,2,0
42,1,2,0,305,1,82,4,0
49,3,1,1,395,0,336,5,1
31,5,0,0,953,1,479,1,1
50,5,1,2,280,1,61,23,0
37,1,1,0,1120,1,103,5,0
47,3,0,1,-230,0,293,1,0
39,0,1,0,3047,1,279,1,0
26,11,0,0,620,0,104,1,1
42,6,2,0,325,1,97,4,0
65,4,1,1,2416,0,221,2,1
28,1,0,1,11862,0,549,2,1
67,1,1,0,0,0,1152,2,0
23,11,0,0,1234,0,379,1,1
31,1,0,0,109,1,419,1,0
33,3,0,1,1909,0,191,2,0
42,3,1,1,1272,1,117,1,0
26,0,0,1,313,0,199,1,1
45,2,2,0,608,1,1135,3,1
42,8,2,0,1406,1,178,1,0
27,1,0,0,0,0,161,1,0
34,5,1,2,3868,1,134,1,0
72,10,1,1,132,0,444,1,1
50,5,2,0,204,1,421,1,0
49,2,0,0,459,1,58,10,0
46,1,1,1,4176,1,153,6,0
38,5,1,0,2467,0,192,1,1
38,0,0,0,100,1,786,1,1
35,1,0,1,144,1,202,4,0
32,1,0,1,5514,0,181,1,1
47,5,0,3,2443,0,422,1,0
52,2,1,2,1625,0,459,2,1
44,7,1,1,121,0,248,1,1
30,10,0,1,251,0,537,1,1
35,5,1,0,149,1,507,3,1
63,4,1,0,474,0,423,1,1
46,5,1,0,922,1,576,1,1
37,6,1,0,4769,0,124,1,0
61,3,1,0,544,0,63,3,1
77,4,1,1,7802,0,483,2,1
53,2,2,0,765,1,959,3,1
32,6,1,0,365,1,210,3,0
34,2,1,0,1076,0,152,1,1
50,5,1,2,-522,1,863,3,1
25,11,0,0,304,0,226,2,1
35,0,0,0,507,1,560,2,1
74,4,1,0,935,0,226,1,1
61,4,1,0,2801,1,239,1,1
30,0,0,1,0,1,730,2,1
35,5,1,0,1949,1,200,3,0
32,0,1,0,51,1,297,1,1
51,10,0,0,0,0,1707,2,1
33,5,0,0,1794,1,360,1,0
47,5,1,0,863,1,943,2,1
44,0,2,0,-43,1,206,1,0
31,2,1,0,-414,1,1369,3,0
52,0,2,0,361,0,147,1,0
34,1,1,2,1301,0,56,1,0
55,4,2,0,282,1,99,2,0
50,8,1,2,4,0,51,1,0
28,0,0,1,373,1,126,1,0
41,3,2,3,465,1,1508,1,1
30,0,0,0,154,1,24,2,0
38,0,1,0,0,1,187,1,1
31,5,0,0,228,0,744,1,1
48,5,1,2,-50,1,212,6,0
34,3,0,1,2633,1,705,6,1
36,11,1,2,3503,0,31,1,0
47,0,1,0,29,0,150,8,0
41,5,1,0,1954,0,65,1,0
47,9,1,3,1880,0,64,2,0
65,4,1,2,276,0,229,1,1
72,4,1,2,763,0,384,2,1
28,3,0,1,12956,1,940,1,1
78,4,2,2,527,0,193,1,1
40,6,0,0,1744,1,465,11,0
33,10,1,1,263,0,79,4,0
35,5,1,2,414,0,504,4,1
29,1,0,0,674,0,170,5,1
37,5,1,2,461,1,272,2,0
31,1,1,0,318,0,310,1,1
21,11,0,0,123,0,449,1,1
48,5,1,2,3304,0,409,3,0
36,3,0,1,335,0,5,1,0
34,0,2,0,67,1,90,1,0
25,11,0,0,348,0,245,1,1
48,5,1,2,783,0,90,2,0
62,10,2,1,6,1,216,1,1
48,5,2,2,2677,0,23,3,0
49,3,2,1,755,0,1212,4,1
29,0,0,0,2768,1,121,4,0
32,3,0,1,124,0,87,2,0
32,2,1,0,243,1,144,1,0
45,0,1,0,5021,0,233,1,1
51,10,1,1,5350,1,612,4,1
43,1,2,2,13,0,977,4,0
30,3,0,1,536,0,362,2,1
77,4,1,3,1807,0,373,1,1
26,1,0,1,4130,0,104,2,0
42,7,1,0,0,1,331,1,1
36,3,1,1,495,0,187,1,1
42,3,1,1,372,1,153,3,1
29,1,2,0,124,0,125,1,0
55,3,1,0,0,1,309,2,0
39,10,1,0,4722,1,483,1,0
29,0,0,0,382,1,460,1,0
33,1,1,0,0,0,296,8,0
26,11,0,0,132,0,217,1,1
56,4,2,2,694,0,144,1,1
35,5,1,2,602,1,467,6,0
35,1,1,1,416,0,591,4,0
28,1,0,0,-1042,1,712,2,1
53,7,1,1,1961,0,351,1,1
75,10,1,3,4984,0,509,1,1
39,0,1,0,260,1,175,2,1
57,0,1,0,808,0,417,3,0
31,3,0,1,471,0,153,2,0
36,1,0,0,-487,1,1080,1,1
38,1,2,1,304,1,8,2,0
48,1,2,1,113,0,38,1,0
59,3,1,1,1,1,210,1,1
32,1,0,0,-114,0,155,2,0
47,1,1,1,4568,0,100,1,0
45,3,2,0,51,1,67,8,0
36,3,0,1,-508,1,832,2,0
25,5,0,0,76,0,50,4,0
42,8,0,2,5774,1,54,2,0
30,6,2,0,7105,0,321,2,1
43,5,1,2,2952,0,417,2,1
29,3,0,1,437,0,504,1,1
54,8,1,2,212,0,81,4,0
42,5,1,2,0,0,19,2,0
57,3,2,1,8897,1,865,2,1
35,3,1,1,753,0,111,9,0
59,0,1,0,92,1,139,2,0
28,0,1,0,330,0,357,1,1
39,1,1,0,130,0,202,2,0
37,3,0,1,698,0,1081,2,1
31,0,1,0,0,1,79,3,0
27,10,1,1,10005,1,163,3,0
31,2,1,0,428,1,272,1,0
71,4,1,1,653,0,471,1,1
32,3,0,1,2667,1,971,2,1
48,5,1,0,1405,1,629,2,1
39,2,1,0,2758,0,658,3,1
47,0,0,0,594,1,161,1,0
43,5,1,2,0,1,592,1,0
36,1,1,0,1345,1,231,3,0
51,5,1,3,0,0,61,7,0
55,0,1,0,139,0,241,1,1
26,11,0,0,620,0,223,1,1
53,1,1,0,10185,0,115,1,1
37,3,1,1,6014,1,163,6,0
38,5,1,2,668,0,238,1,0
47,2,1,3,4822,1,154,5,0
34,3,1,1,188,0,399,1,0
58,4,1,2,1980,0,255,1,1
57,4,2,2,720,0,202,4,1
56,5,1,0,771,1,254,1,0
36,0,1,0,286,1,167,9,0
57,3,1,1,3431,1,73,1,0
29,5,0,0,-20,0,574,1,1
39,1,1,1,94,1,813,1,1
41,1,1,0,-378,1,361,1,0
41,1,1,0,1819,0,397,1,1
30,3,0,1,533,0,229,2,1
27,1,1,0,2183,1,857,1,1
41,0,0,0,0,0,286,2,0
38,0,1,1,1988,0,164,2,1
52,1,1,0,475,1,121,3,0
28,3,0,1,223,1,303,1,1
70,4,1,0,1310,0,634,1,0
45,5,1,0,7895,1,872,1,1
22,11,0,1,691,0,260,5,1
54,3,1,1,1464,0,157,1,1
54,3,1,1,284,1,65,5,0
35,3,0,1,0,0,370,4,0
33,1,1,1,1699,0,600,1,1
32,1,0,1,195,1,239,2,0
31,3,0,1,3340,0,213,2,1
33,3,1,1,310,0,179,2,0
25,3,0,1,943,0,512,1,1
52,2,1,3,337,1,85,3,0
36,0,2,1,4708,0,284,1,1
55,4,1,2,2,0,392,4,0
50,5,2,0,203,1,265,1,0
27,3,0,1,-713,1,525,2,1
46,0,2,0,1342,1,135,1,0
42,10,1,0,0,0,277,4,0
36,1,1,1,341,0,419,2,1
59,3,1,1,315,0,591,1,1
48,1,1,0,0,0,682,1,1
45,0,0,0,206,1,193,1,0
30,5,0,0,183,1,610,1,1
51,8,1,2,1093,0,18,1,0
31,3,0,1,165,0,523,2,1
29,11,0,0,314,0,415,2,1
54,5,2,0,615,0,230,1,0
28,1,0,0,2000,0,226,2,0
31,3,0,1,354,0,502,1,1
37,7,1,1,310,0,76,1,0
43,5,0,2,0,0,71,3,0
50,3,1,1,469,0,170,1,1
44,5,0,2,287,0,301,1,0
43,2,1,2,2557,1,166,3,1
22,3,0,1,104,0,330,3,1
38,1,0,1,508,1,1103,2,1
46,3,2,1,461,0,369,2,1
31,1,1,0,0,1,71,1,0
59,4,0,0,351,1,1063,5,1
40,1,2,1,4736,1,285,2,1
36,3,0,1,-38,1,784,1,0
73,4,1,2,1388,0,146,3,0
54,1,1,0,-315,0,2029,1,1
33,3,0,1,224,0,409,2,1
26,3,0,1,194,0,407,2,1
36,1,0,0,27,1,631,1,1
57,3,1,1,350,0,87,3,0
48,2,1,0,127,0,117,1,0
37,3,1,1,5016,0,119,1,0
33,5,0,3,129,1,482,1,1
36,1,0,1,962,1,568,1,1
42,5,1,2,1673,1,636,3,1
27,1,1,0,241,0,889,1,0
57,4,1,2,333,0,336,2,0
43,5,1,0,1324,1,179,5,0
39,5,1,2,332,1,277,3,0
36,2,1,2,0,1,1036,1,1
56,6,1,0,12,0,511,3,1
42,7,0,3,323,0,617,1,1
28,3,0,1,6784,0,502,1,1
41,5,0,0,925,1,43,1,0
39,3,1,3,76,0,200,1,1
31,1,1,0,450,0,111,2,0
38,10,1,0,746,0,256,3,0
75,4,1,0,3771,0,186,1,1
62,5,1,0,180,0,183,1,1
36,3,2,1,0,0,1165,1,1
52,5,1,0,665,1,57,4,0
26,0,0,1,2532,1,269,1,1
27,1,0,0,643,0,301,1,1
43,3,1,1,1059,0,335,2,1
29,6,0,1,7,0,51,1,0
38,8,1,0,110,0,167,1,0
29,3,0,1,1808,0,273,2,1
65,0,1,0,952,0,255,1,1
25,3,0,0,1272,1,342,2,0
32,5,1,2,274,1,21,3,0
32,10,1,0,67,0,153,1,0
53,2,1,0,341,0,423,2,1
30,5,0,3,6281,0,149,2,1
35,6,1,0,1054,1,106,1,0
45,3,1,1,506,0,229,2,1
61,4,2,0,927,0,427,3,1
31,5,1,0,3311,1,719,1,1
27,11,0,1,24,1,344,2,0
40,4,0,0,1734,1,123,4,0
31,1,0,0,147,1,374,1,0
49,0,0,1,228,1,407,1,1
46,8,1,0,271,1,1013,29,1
42,3,2,0,283,1,761,1,1
42,6,1,1,576,0,156,1,1
42,1,1,0,27,0,259,4,0
41,7,1,2,0,0,438,2,1
39,5,1,0,1403,0,214,8,0
45,5,2,2,844,0,1018,3,1
53,3,1,1,0,0,608,2,1
45,3,1,1,80,0,157,1,0
53,1,1,1,431,1,55,1,0
44,3,1,1,6203,1,129,1,0
33,5,0,0,1387,0,185,1,0
41,3,1,1,254,0,183,2,1
46,0,1,0,1252,1,59,1,0
46,1,1,0,940,0,1227,2,1
32,1,1,1,3850,1,63,4,0
32,0,0,0,344,0,530,2,1
29,0,0,0,-498,1,99,3,0
39,0,1,0,0,0,366,1,1
30,0,2,2,1032,1,52,5,0
25,11,0,0,154,0,141,1,1
38,7,1,1,898,1,132,2,0
56,5,1,3,665,1,109,2,0
30,3,0,0,4642,1,528,1,1
53,5,1,0,6112,0,211,1,1
74,4,1,2,1765,0,290,2,1
42,8,1,2,4279,1,98,1,0
45,5,1,2,803,1,742,4,1
38,1,2,1,791,1,89,2,0
32,1,1,1,0,1,231,4,0
57,0,1,3,2038,0,628,1,1
49,5,1,2,230,0,176,1,0
33,2,1,1,597,0,134,1,0
30,11,0,0,48,0,161,1,1
74,4,2,2,2308,0,251,2,0
57,1,2,0,3105,1,173,11,0
34,5,0,0,341,1,195,1,0
57,0,1,3,0,1,215,2,0
41,7,1,0,187,0,354,1,0
48,5,1,0,48,1,144,1,0
26,0,1,0,1417,1,60,3,0
34,2,1,0,190,1,121,3,0
44,8,1,0,281,1,604,1,0
40,2,1,0,9374,1,7,8,0
65,4,1,1,1948,0,102,2,0
55,1,1,3,574,1,243,2,0
41,1,0,1,-89,1,195,4,0
45,0,1,0,256,0,135,2,0
65,3,2,1,2756,0,1353,2,0
25,1,0,0,1231,1,412,5,1
36,1,0,0,539,1,398,2,1
43,10,1,0,14144,1,504,1,1
31,10,1,1,94,0,579,2,1
37,0,0,1,1000,1,322,1,1
30,11,0,0,1681,0,329,2,1
24,0,0,0,1052,0,354,1,1
49,5,1,0,553,0,645,8,1
44,1,0,0,54,0,199,2,0
58,4,1,0,19,0,106,3,0
32,1,1,0,348,1,926,1,1
58,10,1,1,327,0,145,2,0
44,7,2,0,1,0,388,4,0
42,2,1,2,2567,1,401,2,0
57,4,1,1,34,0,139,1,0
31,1,1,1,1570,1,277,4,1
27,5,1,1,335,1,519,3,1
57,3,1,0,7162,0,83,1,0
58,1,2,0,-354,1,98,1,0
29,3,0,1,268,0,667,1,1
34,3,1,1,1352,0,265,2,0
49,1,1,1,523,1,152,2,1
36,0,1,1,211,1,146,2,0
25,5,1,0,101,0,460,3,1
36,6,2,0,8267,0,321,2,0
56,0,1,2,202,1,178,2,0
53,3,1,1,6571,0,208,1,1
29,3,0,1,985,1,396,2,1
37,1,0,0,1435,0,724,16,1
33,0,0,0,555,1,204,1,1
42,0,0,0,1022,1,146,2,0
50,6,1,0,3674,1,886,3,1
32,5,1,0,-53,1,648,1,1
41,1,1,0,2152,0,134,1,0
58,0,1,3,0,1,219,1,0
49,2,1,0,-8,1,1119,1,1
47,0,1,0,996,0,247,2,0
38,5,1,2,2240,1,551,1,0
41,5,1,0,203,0,342,2,1
29,3,0,1,765,0,238,1,1
39,3,1,1,0,1,46,2,0
23,0,0,1,314,0,142,4,1
28,11,0,1,3,0,135,2,0
55,3,1,1,16786,0,90,1,0
31,1,1,0,-360,1,93,2,0
37,1,1,0,494,1,247,2,0
47,5,1,0,820,0,98,1,1
37,1,0,1,3943,0,1138,2,1
36,1,1,0,15485,0,461,1,1
39,1,2,0,385,0,242,1,1
40,1,0,0,5637,1,553,3,1
43,0,1,0,817,1,51,1,0
34,0,1,1,69,0,263,3,1
26,1,0,0,1231,1,385,2,1
29,0,0,0,464,0,317,2,1
51,4,1,0,1435,0,587,1,1
39,5,1,0,138,0,61,2,0
73,4,1,1,448,0,136,1,1
47,5,1,0,1730,1,231,1,1
40,1,1,0,1270,0,342,2,0
37,3,1,1,2672,1,549,1,0
34,1,1,0,-25,0,207,1,0
55,5,1,0,3917,1,565,1,1
38,3,2,1,76,0,220,3,0
32,5,1,0,-238,1,427,1,0
38,8,2,0,70,0,255,3,1
35,1,0,1,33,0,300,2,0
44,3,1,1,792,0,630,7,1
46,10,1,1,2421,0,1084,1,1
40,3,0,1,171,0,1241,3,0
53,3,1,1,1356,1,397,2,0
50,7,1,1,230,0,1089,4,1
33,6,1,0,-144,0,481,3,1
38,3,0,1,633,0,171,3,0
53,5,1,2,1388,0,139,4,0
28,1,0,0,3,0,40,8,0
59,4,2,2,-88,1,910,2,1
39,5,1,0,785,1,1232,2,1
41,5,1,0,213,1,10,2,0
30,6,1,0,221,0,61,4,0
59,2,0,0,739,0,408,1,1
30,1,0,1,4060,0,179,1,1
33,1,1,1,599,1,461,2,0
36,5,1,0,29,1,345,1,0
34,3,0,1,1494,1,596,1,1
44,2,1,0,522,0,911,1,1
46,5,0,1,283,0,299,1,1
45,3,0,1,997,0,152,1,0
28,5,0,0,455,1,166,1,0
34,0,1,0,0,1,97,1,1
60,4,2,0,1099,0,764,2,1
51,3,1,1,10635,1,336,1,0
34,5,1,0,262,0,89,2,1
59,4,1,0,163,0,464,1,0
29,3,0,1,2753,0,645,1,1
55,4,1,0,241,1,14,6,0
62,4,1,2,1515,1,131,1,0
33,2,1,0,7,1,217,1,0
27,3,1,1,802,0,569,1,1
28,5,0,0,-127,1,1044,3,1
35,0,0,0,303,0,173,2,1
36,3,1,1,495,0,157,3,1
37,1,0,1,197,0,175,1,1
41,5,1,0,2039,1,729,1,1
64,3,1,3,2352,0,181,4,1
35,3,0,1,592,0,192,1,0
63,10,1,1,661,0,56,2,0
55,3,2,1,446,0,159,1,0
36,1,1,0,432,1,61,3,0
31,0,0,0,-302,1,235,5,0
35,1,1,0,518,1,616,1,1
65,4,1,2,1760,0,855,4,1
35,10,1,1,28,0,259,1,0
66,4,1,1,1948,0,106,2,1
46,1,2,0,3455,1,566,2,0
41,3,2,1,1757,0,314,1,1
32,1,0,1,723,0,68,27,0
63,3,1,1,5112,0,2184,2,1
38,2,0,1,1222,1,237,2,0
42,8,1,2,0,0,83,2,0
47,2,0,0,3644,0,83,2,0
52,1,1,0,371,1,453,1,1
36,5,0,0,1127,1,455,1,0
28,2,1,0,222,1,101,23,0
31,3,0,1,9421,0,372,1,1
